RowNo	Month	RBD	threshold_RQ	threshold_SumRQ	threshold_SumSumRQ	P(#SumSumRQ_level=0)	P(#SumSumRQ_level=1)	P(#SumSumRQ_level=2)	P(#SumSumRQ_level=3)	P(#SumSumRQ_level=4)	P(#SumSumRQ_exceeds=0)	P(#SumSumRQ_exceeds=1)	P(#Any_SumRQ_exceeds=0)	P(#Any_SumRQ_exceeds=1)	P(#Any_RQ_exceeds=0)	P(#Any_RQ_exceeds=1)	P(#Group_fungi_1.SumRQ_level=0)	P(#Group_fungi_1.SumRQ_level=1)	P(#Group_fungi_1.SumRQ_level=2)	P(#Group_fungi_1.SumRQ_level=3)	P(#Group_fungi_1.SumRQ_level=4)	P(#Group_herbi_1.SumRQ_level=0)	P(#Group_herbi_1.SumRQ_level=1)	P(#Group_herbi_1.SumRQ_level=2)	P(#Group_herbi_1.SumRQ_level=3)	P(#Group_herbi_1.SumRQ_level=4)	P(#Group_insec_1.SumRQ_level=0)	P(#Group_insec_1.SumRQ_level=1)	P(#Group_insec_1.SumRQ_level=2)	P(#Group_insec_1.SumRQ_level=3)	P(#Group_insec_1.SumRQ_level=4)	P(#Group_fungi_1.SumRQ_exceeds=0)	P(#Group_fungi_1.SumRQ_exceeds=1)	P(#Group_fungi_1.Any_RQ_exceeds=0)	P(#Group_fungi_1.Any_RQ_exceeds=1)	P(#Group_herbi_1.SumRQ_exceeds=0)	P(#Group_herbi_1.SumRQ_exceeds=1)	P(#Group_herbi_1.Any_RQ_exceeds=0)	P(#Group_herbi_1.Any_RQ_exceeds=1)	P(#Group_insec_1.SumRQ_exceeds=0)	P(#Group_insec_1.SumRQ_exceeds=1)	P(#Group_insec_1.Any_RQ_exceeds=0)	P(#Group_insec_1.Any_RQ_exceeds=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=1)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=2)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=3)	P(#Group_fungi_1.Subst_chloro_1.RQ_level=4)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=2)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=3)	P(#Group_fungi_1.Subst_pyracl_1.RQ_level=4)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=2)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=3)	P(#Group_fungi_1.Subst_tebuco_1.RQ_level=4)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=2)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=3)	P(#Group_fungi_1.Subst_thioph_1.RQ_level=4)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=2)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=3)	P(#Group_fungi_1.Subst_triflo_1.RQ_level=4)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=2)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=3)	P(#Group_herbi_1.Subst_pendim_1.RQ_level=4)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=2)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=3)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_level=4)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=2)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=3)	P(#Group_herbi_1.Subst_glypho_1.RQ_level=4)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=2)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=3)	P(#Group_herbi_1.Subst_diuron_1.RQ_level=4)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=2)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=3)	P(#Group_herbi_1.Subst_dimete_1.RQ_level=4)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=2)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=3)	P(#Group_herbi_1.Subst_dichlo_1.RQ_level=4)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=2)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=3)	P(#Group_herbi_1.Subst_dicamb_1.RQ_level=4)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=2)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=3)	P(#Group_herbi_1.Subst_24dich_1.RQ_level=4)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=2)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=3)	P(#Group_insec_1.Subst_dimeto_1.RQ_level=4)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=2)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=3)	P(#Group_insec_1.Subst_chlorp_1.RQ_level=4)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_chloro_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_pyracl_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_tebuco_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_thioph_1.RQ_exceeds=1)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=0)	P(#Group_fungi_1.Subst_triflo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_pendim_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_mcpaaa_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_glypho_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_diuron_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dimete_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dichlo_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_dicamb_1.RQ_exceeds=1)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=0)	P(#Group_herbi_1.Subst_24dich_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_dimeto_1.RQ_exceeds=1)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=0)	P(#Group_insec_1.Subst_chlorp_1.RQ_exceeds=1)
235	7	BESCHELDE_VL	10	10	10	4.16E-3	0.05	0.12	0.2	0.62	0.38	0.62	0.41	0.59	0.41	0.59	0.11	0.17	0.16	0.14	0.43	0.26	0.28	0.23	0.18	0.05	0.42	0.05	0.11	0.17	0.25	0.57	0.43	0.58	0.42	0.95	0.05	0.95	0.05	0.75	0.25	0.75	0.25	0.39	0.06	0.04	0.11	0.4	0.55	0.19	0.18	0.04	0.04	0.79	0.13	0.06	0.02	0	0.88	0.09	0.03	0	0	1	0	0	0	0	0.49	0.1	0.19	0.17	0.05	0.99	0.01	0	0	0	1	0	0	0	0	1	0	0	0	0	0.86	0.12	0.02	0	0	1	0	0	0	0	0.94	0.06	4.48E-3	0	0	0.85	0.13	0.02	0	0	0.94	0.05	4.25E-3	0	0	0.45	0.02	0.11	0.17	0.25	0.6	0.4	0.96	0.04	1	0	1	0	1	0	0.95	0.05	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.75	0.25
236	8	BESCHELDE_VL	10	10	10	0.02	0.15	0.21	0.23	0.38	0.62	0.38	0.64	0.36	0.64	0.36	0.23	0.21	0.16	0.13	0.26	0.45	0.28	0.16	0.08	0.02	0.54	0.08	0.15	0.12	0.12	0.74	0.26	0.74	0.26	0.98	0.02	0.98	0.02	0.88	0.12	0.88	0.12	0.48	0.09	0.08	0.11	0.24	0.73	0.13	0.09	0.02	0.02	0.88	0.07	0.03	0.01	0	0.94	0.04	0.02	0	0	1	0	0	0	0	0.65	0.11	0.13	0.08	0.02	0.99	8.51E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.93	0.06	0.01	0	0	1	0	0	0	0	0.96	0.03	2.65E-3	0	0	0.92	0.07	0.01	0	0	0.97	0.03	1.67E-3	0	0	0.56	0.06	0.15	0.12	0.12	0.76	0.24	0.98	0.02	1	0	1	0	1	0	0.98	0.02	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.88	0.12
237	9	BESCHELDE_VL	10	10	10	0.02	0.13	0.2	0.24	0.4	0.6	0.4	0.62	0.38	0.62	0.38	0.21	0.22	0.16	0.13	0.27	0.45	0.26	0.18	0.1	0.02	0.53	0.04	0.15	0.15	0.13	0.73	0.27	0.73	0.27	0.98	0.02	0.98	0.02	0.87	0.13	0.87	0.13	0.48	0.07	0.07	0.12	0.26	0.68	0.18	0.11	0.02	0.01	0.9	0.07	0.03	5.01E-3	0	0.94	0.05	0.01	0	0	1	0	0	0	0	0.61	0.11	0.16	0.1	0.02	1	3.62E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.95	0.05	4.97E-3	0	0	1	0	0	0	0	0.98	0.02	9.72E-4	0	0	0.94	0.06	4.68E-3	0	0	0.99	0.01	1.05E-3	0	0	0.54	0.03	0.15	0.15	0.13	0.74	0.26	0.99	0.01	1	0	1	0	1	0	0.98	0.02	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.87	0.13
238	10	BESCHELDE_VL	10	10	10	8.08E-3	0.08	0.16	0.25	0.51	0.49	0.51	0.52	0.48	0.52	0.48	0.14	0.19	0.16	0.15	0.35	0.34	0.28	0.23	0.13	0.02	0.44	0.04	0.15	0.19	0.18	0.65	0.35	0.65	0.35	0.98	0.02	0.98	0.02	0.82	0.18	0.82	0.18	0.4	0.06	0.06	0.14	0.34	0.59	0.22	0.15	0.02	0.01	0.86	0.09	0.04	6.25E-3	0	0.93	0.06	0.01	0	0	1	0	0	0	0	0.52	0.13	0.2	0.13	0.02	0.99	7.58E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.93	0.07	5.55E-3	0	0	1	0	0	0	0	0.96	0.04	2.12E-3	0	0	0.91	0.08	6.18E-3	0	0	0.97	0.03	2.14E-3	0	0	0.46	0.03	0.15	0.19	0.18	0.66	0.34	0.99	0.01	1	0	1	0	1	0	0.98	0.02	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.82	0.18
239	11	BESCHELDE_VL	10	10	10	0.05	0.24	0.28	0.22	0.21	0.79	0.21	0.8	0.2	0.81	0.19	0.31	0.26	0.15	0.13	0.16	0.63	0.21	0.13	0.03	1.64E-3	0.6	0.07	0.19	0.09	0.04	0.84	0.16	0.84	0.16	1	1.64E-3	1	1.64E-3	0.96	0.04	0.96	0.04	0.5	0.12	0.1	0.12	0.15	0.8	0.13	0.05	5.47E-3	4.26E-3	0.97	0.03	8.16E-3	5.47E-4	0	0.99	0.01	7.45E-4	0	0	1	0	0	0	0	0.72	0.12	0.12	0.03	1.64E-3	1	3.47E-4	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	7.09E-3	1.7E-4	0	0	1	0	0	0	0	1	2.66E-3	4.45E-5	0	0	0.99	9.24E-3	1.69E-4	0	0	1	3.45E-3	8.77E-5	0	0	0.6	0.07	0.19	0.09	0.04	0.85	0.15	1	4.26E-3	1	0	1	0	1	0	1	1.64E-3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.96	0.04
240	12	BESCHELDE_VL	10	10	10	0.03	0.17	0.22	0.25	0.33	0.67	0.33	0.69	0.31	0.69	0.31	0.23	0.26	0.15	0.13	0.23	0.54	0.21	0.16	0.07	8.43E-3	0.55	0.04	0.16	0.14	0.1	0.77	0.23	0.77	0.23	0.99	8.43E-3	0.99	8.43E-3	0.9	0.1	0.9	0.1	0.47	0.11	0.07	0.12	0.23	0.72	0.18	0.09	8.63E-3	6.47E-3	0.94	0.05	0.02	1.43E-3	0	0.97	0.03	3.19E-3	0	0	1	0	0	0	0	0.65	0.12	0.15	0.07	8.43E-3	1	7.52E-5	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	7.47E-4	0	0	1	0	0	0	0	0.99	0.01	1.57E-3	0	0	0.99	0.01	1.96E-5	0	0	1	1.95E-3	1.96E-5	0	0	0.55	0.04	0.16	0.14	0.1	0.77	0.23	0.99	6.47E-3	1	0	1	0	1	0	0.99	8.43E-3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.9	0.1
241	1	BEESCAUT_RW	100	100	100	0.09	0.39	0.2	0.13	0.18	1	0	1	0	1	0	0.4	0.31	0.1	0.07	0.13	0.73	0.14	0.08	0.04	8.55E-3	0.76	0.06	0.08	0.04	0.05	1	0	1	0	1	0	1	0	1	0	1	0	0.64	0.16	0.03	0.05	0.12	0.86	0.08	0.05	7.93E-3	6.76E-3	0.95	0.03	0.01	3.28E-3	0	0.98	0.02	4.46E-3	0	0	1	0	0	0	0	0.82	0.05	0.07	0.04	8.55E-3	1	1.03E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.99	0.01	6.81E-4	0	0	1	0	0	0	0	0.99	6.02E-3	1.66E-4	0	0	0.98	0.02	4.23E-4	0	0	1	1.68E-3	1.12E-4	0	0	0.77	0.06	0.08	0.04	0.05	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
242	2	BEESCAUT_RW	100	100	100	0.02	0.17	0.23	0.23	0.36	1	0	1	0	1	0	0.2	0.26	0.17	0.13	0.24	0.51	0.24	0.14	0.08	0.02	0.55	0.09	0.15	0.11	0.11	1	0	1	0	1	0	1	0	1	0	1	0	0.45	0.14	0.08	0.11	0.23	0.74	0.13	0.09	0.02	0.02	0.89	0.07	0.03	0.01	0	0.95	0.04	0.02	0	0	1	0	0	0	0	0.66	0.1	0.13	0.08	0.02	0.99	6.13E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.96	0.03	4.84E-3	0	0	1	0	0	0	0	0.98	0.02	1.58E-3	0	0	0.95	0.04	4.93E-3	0	0	0.98	0.02	1.36E-3	0	0	0.56	0.07	0.15	0.11	0.11	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
243	3	BEESCAUT_RW	100	100	100	0.06	0.31	0.21	0.17	0.25	1	0	1	0	1	0	0.33	0.29	0.12	0.08	0.17	0.65	0.17	0.1	0.06	0.01	0.71	0.04	0.09	0.07	0.08	1	0	1	0	1	0	1	0	1	0	1	0	0.59	0.15	0.04	0.07	0.16	0.82	0.09	0.06	0.01	0.01	0.92	0.05	0.02	6.15E-3	0	0.96	0.03	8.49E-3	0	0	1	0	0	0	0	0.77	0.06	0.09	0.06	0.01	1	2.6E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.97	0.02	2.25E-3	0	0	1	0	0	0	0	0.99	0.01	6.18E-4	0	0	0.97	0.03	2.01E-3	0	0	0.98	0.01	2.07E-3	0	0	0.72	0.03	0.09	0.07	0.08	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
244	4	BEESCAUT_RW	100	100	100	0.08	0.34	0.19	0.17	0.23	1	0	1	0	1	0	0.37	0.31	0.11	0.07	0.16	0.68	0.16	0.09	0.06	0.01	0.77	0.02	0.06	0.08	0.07	1	0	1	0	1	0	1	0	1	0	1	0	0.63	0.15	0.02	0.05	0.15	0.84	0.08	0.06	0.01	0.01	0.93	0.05	0.02	4.46E-3	0	0.97	0.03	6.63E-3	0	0	1	0	0	0	0	0.79	0.05	0.08	0.06	0.01	1	2.71E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	1.61E-3	0	0	1	0	0	0	0	0.99	0.01	6.41E-4	0	0	0.97	0.03	1.74E-3	0	0	0.99	6.47E-3	1.03E-3	0	0	0.77	0.01	0.06	0.08	0.07	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
245	5	BEESCAUT_RW	100	100	100	8.68E-3	0.1	0.18	0.2	0.51	1	0	1	0	1	0	0.16	0.2	0.17	0.14	0.34	0.33	0.29	0.2	0.11	0.07	0.5	0.1	0.13	0.1	0.18	1	0	1	0	1	0	1	0	1	0	1	0	0.45	0.12	0.05	0.08	0.29	0.68	0.11	0.11	0.04	0.06	0.8	0.09	0.06	0.05	0	0.88	0.06	0.06	0	0	1	0	0	0	0	0.63	0.08	0.11	0.11	0.07	0.95	0.05	0	0	0	1	0	0	0	0	1	0	0	0	0	0.87	0.09	0.04	0	0	1	0	0	0	0	0.9	0.08	0.02	0	0	0.84	0.11	0.05	0	0	0.89	0.08	0.03	0	0	0.56	0.05	0.11	0.1	0.18	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
246	6	BEESCAUT_RW	100	100	100	0.04	0.23	0.2	0.17	0.36	1	0	1	0	1	0	0.29	0.25	0.14	0.09	0.23	0.51	0.25	0.12	0.08	0.04	0.66	0.06	0.08	0.07	0.12	1	0	1	0	1	0	1	0	1	0	1	0	0.58	0.13	0.03	0.06	0.2	0.78	0.08	0.08	0.02	0.03	0.87	0.07	0.04	0.02	0	0.93	0.04	0.03	0	0	1	0	0	0	0	0.74	0.06	0.08	0.08	0.04	0.98	0.02	0	0	0	1	0	0	0	0	1	0	0	0	0	0.92	0.06	0.02	0	0	1	0	0	0	0	0.95	0.05	6.85E-3	0	0	0.9	0.08	0.02	0	0	0.95	0.04	9.16E-3	0	0	0.7	0.03	0.08	0.07	0.12	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
247	7	BEESCAUT_RW	100	100	100	0.08	0.3	0.18	0.17	0.27	1	0	1	0	1	0	0.39	0.25	0.12	0.07	0.17	0.6	0.2	0.1	0.08	0.02	0.76	0.02	0.04	0.08	0.09	1	0	1	0	1	0	1	0	1	0	1	0	0.67	0.11	0.02	0.05	0.16	0.82	0.08	0.07	0.01	0.01	0.9	0.06	0.03	9.53E-3	0	0.95	0.03	0.01	0	0	1	0	0	0	0	0.79	0.04	0.08	0.08	0.02	0.99	0.01	0	0	0	1	0	0	0	0	1	0	0	0	0	0.95	0.04	7.6E-3	0	0	1	0	0	0	0	0.96	0.03	3.47E-3	0	0	0.93	0.06	9.95E-3	0	0	0.98	0.02	3.96E-3	0	0	0.78	4.52E-3	0.04	0.08	0.09	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
248	8	BEESCAUT_RW	100	100	100	7.97E-3	0.08	0.17	0.2	0.54	1	0	1	0	1	0	0.17	0.17	0.16	0.14	0.35	0.25	0.31	0.24	0.12	0.08	0.47	0.1	0.13	0.1	0.2	1	0	1	0	1	0	1	0	1	0	1	0	0.48	0.08	0.05	0.08	0.31	0.68	0.11	0.11	0.04	0.06	0.77	0.1	0.07	0.06	0	0.87	0.07	0.07	0	0	1	0	0	0	0	0.62	0.07	0.11	0.11	0.08	0.93	0.07	0	0	0	1	0	0	0	0	1	0	0	0	0	0.83	0.12	0.06	0	0	1	0	0	0	0	0.85	0.12	0.04	0	0	0.77	0.15	0.08	0	0	0.84	0.12	0.04	0	0	0.56	0.04	0.1	0.1	0.2	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
249	9	BEESCAUT_RW	100	100	100	0.05	0.2	0.19	0.18	0.38	1	0	1	0	1	0	0.33	0.19	0.14	0.09	0.24	0.47	0.26	0.14	0.09	0.04	0.65	0.05	0.08	0.09	0.13	1	0	1	0	1	0	1	0	1	0	1	0	0.65	0.05	0.03	0.06	0.22	0.76	0.09	0.09	0.03	0.03	0.85	0.08	0.05	0.02	0	0.92	0.05	0.03	0	0	1	0	0	0	0	0.73	0.06	0.09	0.09	0.04	0.98	0.02	0	0	0	1	0	0	0	0	1	0	0	0	0	0.91	0.07	0.02	0	0	1	0	0	0	0	0.93	0.06	0.01	0	0	0.88	0.09	0.03	0	0	0.94	0.05	0.01	0	0	0.69	0.02	0.07	0.09	0.13	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
250	10	BEESCAUT_RW	100	100	100	0.09	0.27	0.17	0.17	0.29	1	0	1	0	1	0	0.42	0.21	0.13	0.06	0.18	0.58	0.19	0.11	0.09	0.02	0.77	0.01	0.02	0.09	0.11	1	0	1	0	1	0	1	0	1	0	1	0	0.72	0.05	0.01	0.04	0.18	0.8	0.08	0.1	0.01	8.88E-3	0.89	0.07	0.03	7.43E-3	0	0.95	0.04	0.01	0	0	1	0	0	0	0	0.78	0.03	0.08	0.09	0.02	0.99	0.01	0	0	0	1	0	0	0	0	1	0	0	0	0	0.94	0.05	5.25E-3	0	0	1	0	0	0	0	0.95	0.04	2.81E-3	0	0	0.92	0.04	0.03	0	0	0.98	0.01	3.28E-3	0	0	0.78	1.61E-3	0.02	0.09	0.11	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
251	11	BEESCAUT_RW	100	100	100	0.02	0.19	0.23	0.2	0.36	1	0	1	0	1	0	0.23	0.25	0.16	0.12	0.23	0.51	0.24	0.14	0.07	0.05	0.57	0.12	0.13	0.07	0.11	1	0	1	0	1	0	1	0	1	0	1	0	0.47	0.17	0.08	0.09	0.2	0.78	0.09	0.07	0.02	0.04	0.88	0.05	0.04	0.03	0	0.93	0.04	0.03	0	0	1	0	0	0	0	0.72	0.08	0.09	0.07	0.05	0.98	0.02	0	0	0	1	0	0	0	0	1	0	0	0	0	0.94	0.04	0.02	0	0	1	0	0	0	0	0.95	0.04	0.01	0	0	0.92	0.05	0.02	0	0	0.96	0.03	0.01	0	0	0.6	0.1	0.12	0.07	0.11	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
252	12	BEESCAUT_RW	100	100	100	0.06	0.31	0.22	0.17	0.25	1	0	1	0	1	0	0.33	0.3	0.12	0.08	0.17	0.65	0.17	0.1	0.06	0.01	0.7	0.07	0.09	0.06	0.08	1	0	1	0	1	0	1	0	1	0	1	0	0.58	0.15	0.04	0.07	0.16	0.82	0.09	0.06	0.01	0.01	0.93	0.05	0.02	4.94E-3	0	0.97	0.03	7.72E-3	0	0	1	0	0	0	0	0.77	0.07	0.09	0.06	0.01	1	2.59E-3	0	0	0	1	0	0	0	0	1	0	0	0	0	0.98	0.02	1.86E-3	0	0	1	0	0	0	0	0.99	0.01	6.22E-4	0	0	0.97	0.03	2.08E-3	0	0	0.99	0.01	1.84E-3	0	0	0.71	0.06	0.09	0.06	0.08	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
253	1	BEMAAS_VL	100	100	100	0.01	0.09	0.28	0.32	0.3	1	0	1	0	1	0	0.15	0.21	0.19	0.21	0.24	0.45	0.26	0.27	0.01	3.73E-6	0.41	0.04	0.35	0.15	0.05	1	0	1	0	1	0	1	0	1	0	1	0	0.35	0.07	0.15	0.2	0.24	0.64	0.27	0.08	2.07E-3	1.4E-3	0.97	0.02	5.57E-3	1.93E-3	0	0.99	0.01	4.93E-5	0	0	1	0	0	0	0	0.52	0.2	0.26	0.01	3.73E-6	1	1.94E-6	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1.32E-4	3.32E-9	0	0	1	0	0	0	0	1	1.35E-4	4.25E-9	0	0	1	6.81E-4	1.16E-11	0	0	1	1.09E-4	2.31E-8	0	0	0.41	0.04	0.35	0.15	0.05	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
254	2	BEMAAS_VL	100	100	100	0.04	0.18	0.45	0.26	0.06	1	0	1	0	1	0	0.29	0.2	0.28	0.18	0.06	0.62	0.3	0.08	4.42E-15	1.9E-35	0.5	0.04	0.46	1.73E-3	5.78E-4	1	0	1	0	1	0	1	0	1	0	1	0	0.44	0.06	0.27	0.17	0.06	0.76	0.24	3.11E-10	2.31E-35	1.54E-35	1	2.81E-4	1.08E-15	1.53E-40	0	1	8.88E-13	5.54E-45	0	0	1	0	0	0	0	0.73	0.19	0.08	4.42E-15	1.55E-48	1	4.97E-34	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2.21E-29	4.02E-63	0	0	1	0	0	0	0	1	2.01E-14	4.62E-38	0	0	1	1.37E-19	5.72E-109	0	0	1	7.12E-11	2.9E-20	0	0	0.5	0.04	0.46	1.73E-3	5.78E-4	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
